Gamekeeper,$0.49,Urza's Destiny,NM/M
Powder Keg,$14.99,Urza's Destiny (Foil),NM/M
Quicksilver Amulet,$4.99,Urza's Legacy,NM/M
Animate Artifact,$0.99,Unlimited,NM/M
Island (#335),$0.25,Urza's Saga,NM/M
Goblin Berserker,$0.25,Urza's Destiny,NM/M
Rack and Ruin,$0.49,Urza's Legacy,NM/M
Animate Dead,$3.99,Unlimited,NM/M
Island (#336),$0.25,Urza's Saga,NM/M
Goblin Festival,$0.49,Urza's Destiny,NM/M
Radiant's Dragoons,$0.25,Urza's Legacy,NM/M
Private Research,$0.49,Urza's Destiny (Foil),NM/M
Animate Wall,$2.99,Unlimited,NM/M
Island (#337),$0.25,Urza's Saga,NM/M
Goblin Gardener,$0.15,Urza's Destiny,NM/M
Radiant's Judgment,$0.25,Urza's Legacy,NM/M
Quash,$0.99,Urza's Destiny (Foil),NM/M
Ankh of Mishra,$3.99,Unlimited,NM/M
Island (#338),$0.25,Urza's Saga,NM/M
Goblin Marshal,$0.99,Urza's Destiny,NM/M
"Radiant, Archangel",$4.99,Urza's Legacy,NM/M
Rapid Decay,$1.99,Urza's Destiny (Foil),NM/M
Armageddon,$9.99,Unlimited,NM/M
Jagged Lightning,$0.25,Urza's Saga,NM/M
Goblin Masons,$0.15,Urza's Destiny,NM/M
Rancor,$1.99,Urza's Legacy,NM/M
Ravenous Rats,$0.99,Urza's Destiny (Foil),NM/M
Aspect of Wolf,$2.99,Unlimited,NM/M
"Karn, Silver Golem",$4.99,Urza's Saga,NM/M
Goliath Beetle,$0.15,Urza's Destiny,NM/M
Rank and File,$0.25,Urza's Legacy,NM/M
"Rayne, Academy Chancellor",$5.99,Urza's Destiny (Foil),NM/M
Bad Moon,$9.99,Unlimited,NM/M
Launch,$0.15,Urza's Saga,NM/M
Heart Warden,$0.25,Urza's Destiny,NM/M
Raven Familiar,$0.49,Urza's Legacy,NM/M
Reckless Abandon,$1.99,Urza's Destiny (Foil),NM/M
Badlands,$69.99,Unlimited,NM/M
Lay Waste,$0.15,Urza's Saga,NM/M
Rebuild,$0.49,Urza's Legacy,NM/M
Hulking Ogre,$0.15,Urza's Destiny,NM/M
Reliquary Monk,$0.49,Urza's Destiny (Foil),NM/M
Balance,$9.99,Unlimited,NM/M
Lifeline,$3.99,Urza's Saga,NM/M
Repopulate,$0.15,Urza's Legacy,NM/M
Hunting Moa,$0.25,Urza's Destiny,NM/M
Repercussion,$7.99,Urza's Destiny (Foil),NM/M
Basalt Monolith,$1.99,Unlimited,NM/M
Lightning Dragon,$2.99,Urza's Saga,NM/M
Ring of Gix,$0.49,Urza's Legacy,NM/M
Illuminated Wings,$0.15,Urza's Destiny,NM/M
Replenish,$29.99,Urza's Destiny (Foil),NM/M
Bayou,$89.99,Unlimited,NM/M
Lilting Refrain,$0.25,Urza's Saga,NM/M
Rivalry,$0.49,Urza's Legacy,NM/M
Impatience,$0.49,Urza's Destiny,NM/M
Rescue,$0.49,Urza's Destiny (Foil),NM/M
Benalish Hero,$0.25,Unlimited,NM/M
Lingering Mirage,$0.25,Urza's Saga,NM/M
Scrapheap,$0.49,Urza's Legacy,NM/M
Incendiary,$0.25,Urza's Destiny,NM/M
Rofellos's Gift,$0.25,Urza's Destiny (Foil),NM/M
Berserk,$49.99,Unlimited,NM/M
Looming Shade,$0.15,Urza's Saga,NM/M
Second Chance,$0.49,Urza's Legacy,NM/M
Iridescent Drake,$0.49,Urza's Destiny,NM/M
"Rofellos, Llanowar Emissary",$59.99,Urza's Destiny (Foil),NM/M
Birds of Paradise,$24.99,Unlimited,NM/M
Lotus Blossom,$1.49,Urza's Saga,NM/M
Shivan Phoenix,$0.49,Urza's Legacy,NM/M
Ivy Seer,$0.25,Urza's Destiny,NM/M
Sanctimony,$0.75,Urza's Destiny (Foil),NM/M
Black Knight,$2.49,Unlimited,NM/M
Lull,$0.25,Urza's Saga,NM/M
Sick and Tired,$0.15,Urza's Legacy,NM/M
Jasmine Seer,$0.25,Urza's Destiny,NM/M
Scent of Brine,$0.25,Urza's Destiny (Foil),NM/M
Black Lotus,$1249.99,Unlimited,NM/M
Lurking Evil,$0.49,Urza's Saga,NM/M
Silk Net,$0.15,Urza's Legacy,NM/M
Junk Diver,$0.99,Urza's Destiny,NM/M
Scent of Cinder,$0.49,Urza's Destiny (Foil),NM/M
Black Vise,$2.49,Unlimited,NM/M
Mana Leech,$0.25,Urza's Saga,NM/M
Keldon Champion,$0.49,Urza's Destiny,NM/M
Scent of Ivy,$0.25,Urza's Destiny (Foil),NM/M
Black Ward,$0.99,Unlimited,NM/M
Meltdown,$0.39,Urza's Saga,NM/M
Keldon Vandals,$0.25,Urza's Destiny,NM/M
Scent of Jasmine,$0.25,Urza's Destiny (Foil),NM/M
Blaze of Glory,$9.99,Unlimited,NM/M
Metrognome,$0.49,Urza's Saga,NM/M
Kingfisher,$0.15,Urza's Destiny,NM/M
Scent of Nightshade,$0.25,Urza's Destiny (Foil),NM/M
Blessing,$3.49,Unlimited,NM/M
Midsummer Revel,$0.49,Urza's Saga,NM/M
Landslide,$0.25,Urza's Destiny,NM/M
Scour,$0.75,Urza's Destiny (Foil),NM/M
Blue Elemental Blast,$0.49,Unlimited,NM/M
Mishra's Helix,$1.99,Urza's Saga,NM/M
Lurking Jackals,$0.25,Urza's Destiny,NM/M
Scrying Glass,$1.99,Urza's Destiny (Foil),NM/M
Mobile Fort,$0.25,Urza's Saga,NM/M
Magnify,$0.15,Urza's Destiny,NM/M
Serra Advocate,$1.49,Urza's Destiny (Foil),NM/M
Simian Grunts,$0.15,Urza's Legacy,NM/M
Monk Idealist,$0.49,Urza's Saga,NM/M
Mantis Engine,$0.25,Urza's Destiny,NM/M
Blue Elemental Blast,$0.39,Unlimited,SP
Sigil of Sleep,$0.99,Urza's Destiny (Foil),NM/M
Sleeper's Guile,$0.15,Urza's Legacy,NM/M
Monk Realist,$0.15,Urza's Saga,NM/M
Blue Ward,$0.99,Unlimited,NM/M
Mark of Fury,$0.15,Urza's Destiny,NM/M
Skittering Horror,$0.25,Urza's Destiny (Foil),NM/M
Slow Motion,$0.25,Urza's Legacy,NM/M
Morphling,$9.99,Urza's Saga,NM/M
Bog Wraith,$0.99,Unlimited,NM/M
Marker Beetles,$0.15,Urza's Destiny,NM/M
Slinking Skirge,$0.25,Urza's Destiny (Foil),NM/M
Mountain (#343),$0.25,Urza's Saga,NM/M
Braingeyser,$9.99,Unlimited,NM/M
Mask of Law and Grace,$0.25,Urza's Destiny,NM/M
Solidarity,$0.25,Urza's Destiny (Foil),NM/M
Sluggishness,$0.15,Urza's Legacy,NM/M
Burrowing,$0.99,Unlimited,NM/M
Master Healer,$0.49,Urza's Destiny,NM/M
Soul Feast,$0.99,Urza's Destiny (Foil),NM/M
Snap,$0.49,Urza's Legacy,NM/M
Camouflage,$2.49,Unlimited,NM/M
Masticore,$4.99,Urza's Destiny,NM/M
Sowing Salt,$0.99,Urza's Destiny (Foil),NM/M
Mountain (#344),$0.25,Urza's Saga,NM/M
Spawning Pool,$0.39,Urza's Legacy,NM/M
Castle,$0.99,Unlimited,NM/M
Mental Discipline,$0.15,Urza's Destiny,NM/M
Mountain (#345),$0.25,Urza's Saga,NM/M
Splinter,$0.75,Urza's Destiny (Foil),NM/M
Subversion,$0.49,Urza's Legacy,NM/M
Celestial Prism,$0.99,Unlimited,NM/M
Mountain (#346),$0.25,Urza's Saga,NM/M
Squirming Mass,$0.25,Urza's Destiny (Foil),NM/M
Metalworker,$19.99,Urza's Destiny,NM/M
Sustainer of the Realm,$0.25,Urza's Legacy,NM/M
Channel,$1.49,Unlimited,NM/M
No Rest for the Wicked,$0.25,Urza's Saga,NM/M
Storage Matrix,$3.99,Urza's Destiny (Foil),NM/M
Metathran Elite,$0.25,Urza's Destiny,NM/M
Swat,$0.15,Urza's Legacy,NM/M
Chaos Orb,$69.99,Unlimited,NM/M
Noetic Scales,$0.99,Urza's Saga,NM/M
Taunting Elf,$1.49,Urza's Destiny (Foil),NM/M
Metathran Soldier,$0.25,Urza's Destiny,NM/M
Tethered Skirge,$0.25,Urza's Legacy,NM/M
Chaoslace,$2.99,Unlimited,NM/M
Okk,$0.49,Urza's Saga,NM/M
Telepathic Spies,$0.25,Urza's Destiny (Foil),NM/M
Momentum,$0.25,Urza's Destiny,NM/M
Thornwind Faeries,$0.25,Urza's Legacy,NM/M
Circle of Protection: Black,$0.25,Unlimited,NM/M
Opal Acrolith,$0.25,Urza's Saga,NM/M
Temporal Adept,$2.99,Urza's Destiny (Foil),NM/M
Multani's Decree,$0.15,Urza's Destiny,NM/M
Thran Lens,$0.49,Urza's Legacy,NM/M
Circle of Protection: Blue,$0.25,Unlimited,NM/M
Opal Archangel,$1.49,Urza's Saga,NM/M
Tethered Griffin,$2.99,Urza's Destiny (Foil),NM/M
Nightshade Seer,$0.25,Urza's Destiny,NM/M
Thran War Machine,$0.25,Urza's Legacy,NM/M
Circle of Protection: Green,$0.25,Unlimited,NM/M
Opal Caryatid,$0.15,Urza's Saga,NM/M
Thieving Magpie,$1.99,Urza's Destiny (Foil),NM/M
Opalescence,$1.49,Urza's Destiny,NM/M
Thran Weaponry,$0.49,Urza's Legacy,NM/M
Circle of Protection: Red,$0.49,Unlimited,NM/M
Opal Gargoyle,$0.15,Urza's Saga,NM/M
Thorn Elemental,$2.99,Urza's Destiny (Foil),NM/M
Ticking Gnomes,$0.25,Urza's Legacy,NM/M
Circle of Protection: White,$0.25,Unlimited,NM/M
Opal Titan,$0.99,Urza's Saga,NM/M
Thran Dynamo,$9.99,Urza's Destiny (Foil),NM/M
Tinker,$3.99,Urza's Legacy,NM/M
Opalescence,$0.99,Urza's Destiny,MP
Clockwork Beast,$2.99,Unlimited,NM/M
Oppression,$0.49,Urza's Saga,NM/M
Thran Foundry,$1.49,Urza's Destiny (Foil),NM/M
Tragic Poet,$0.15,Urza's Legacy,NM/M
Opposition,$1.49,Urza's Destiny,NM/M
Clone,$2.99,Unlimited,NM/M
Order of Yawgmoth,$0.49,Urza's Saga,NM/M
Thran Golem,$2.99,Urza's Destiny (Foil),NM/M
Treacherous Link,$0.25,Urza's Legacy,NM/M
Pattern of Rebirth,$1.99,Urza's Destiny,NM/M
Cockatrice,$4.99,Unlimited,NM/M
Tormented Angel,$3.99,Urza's Destiny (Foil),NM/M
Outmaneuver,$0.25,Urza's Saga,NM/M
Treefolk Mystic,$0.15,Urza's Legacy,NM/M
Phyrexian Monitor,$0.15,Urza's Destiny,NM/M
Consecrate Land,$2.99,Unlimited,NM/M
Treachery,$39.99,Urza's Destiny (Foil),NM/M
Pacifism,$0.15,Urza's Saga,NM/M
Treetop Village,$1.49,Urza's Legacy,NM/M
Phyrexian Negator,$3.99,Urza's Destiny,NM/M
Conservator,$0.99,Unlimited,NM/M
Unearth,$0.75,Urza's Legacy,NM/M
Contract from Below,$3.99,Unlimited,NM/M
Urza's Blueprints,$0.99,Urza's Legacy,NM/M
Control Magic,$2.49,Unlimited,NM/M
Viashino Bey,$0.15,Urza's Legacy,NM/M
Trumpet Blast,$0.25,Urza's Destiny (Foil),NM/M
Parasitic Bond,$0.25,Urza's Saga,NM/M
Conversion,$0.99,Unlimited,NM/M
Viashino Cutthroat,$0.49,Urza's Legacy,NM/M
Twisted Experiment,$0.25,Urza's Destiny (Foil),NM/M
Pariah,$2.49,Urza's Saga,NM/M
Copper Tablet,$1.99,Unlimited,NM/M
Viashino Heretic,$0.49,Urza's Legacy,NM/M
Urza's Incubator,$19.99,Urza's Destiny (Foil),NM/M
Path of Peace,$0.15,Urza's Saga,NM/M
Copy Artifact,$4.99,Unlimited,NM/M
Viashino Sandscout,$0.15,Urza's Legacy,NM/M
Plague Dogs,$0.25,Urza's Destiny,NM/M
Pegasus Charger,$0.15,Urza's Saga,NM/M
Counterspell,$2.99,Unlimited,NM/M
Vigilant Drake,$0.15,Urza's Legacy,NM/M
Plated Spider,$0.15,Urza's Destiny,NM/M
Pendrell Drake,$0.15,Urza's Saga,NM/M
Voice of Duty,$1.49,Urza's Destiny (Foil),NM/M
Craw Wurm,$0.25,Unlimited,NM/M
Walking Sponge,$0.25,Urza's Legacy,NM/M
Plow Under,$1.49,Urza's Destiny,NM/M
Pendrell Flux,$0.15,Urza's Saga,NM/M
Voice of Reason,$1.49,Urza's Destiny (Foil),NM/M
Creature Bond,$0.25,Unlimited,NM/M
Weatherseed Elf,$0.15,Urza's Legacy,NM/M
Peregrine Drake,$0.49,Urza's Saga,NM/M
Powder Keg,$4.99,Urza's Destiny,NM/M
Wake of Destruction,$2.99,Urza's Destiny (Foil),NM/M
Weatherseed Faeries,$0.15,Urza's Legacy,NM/M
Crusade,$7.99,Unlimited,NM/M
Persecute,$1.99,Urza's Saga,NM/M
Private Research,$0.25,Urza's Destiny,NM/M
Wall of Glare,$1.49,Urza's Destiny (Foil),NM/M
Weatherseed Treefolk,$0.75,Urza's Legacy,NM/M
Pestilence,$0.25,Urza's Saga,NM/M
Quash,$0.49,Urza's Destiny,NM/M
Wild Colos,$0.25,Urza's Destiny (Foil),NM/M
Wheel of Torture,$0.75,Urza's Legacy,NM/M
Crystal Rod,$0.99,Unlimited,NM/M
Phyrexian Colossus,$0.99,Urza's Saga,NM/M
Rapid Decay,$0.49,Urza's Destiny,NM/M
Yavimaya Elder,$9.99,Urza's Destiny (Foil),NM/M
Wing Snare,$0.25,Urza's Legacy,NM/M
Cursed Land,$0.99,Unlimited,NM/M
Ravenous Rats,$0.25,Urza's Destiny,NM/M
Phyrexian Ghoul,$0.25,Urza's Saga,NM/M
Yavimaya Enchantress,$1.99,Urza's Destiny (Foil),NM/M
Yavimaya Granger,$0.15,Urza's Legacy,NM/M
Cyclopean Tomb,$29.99,Unlimited,NM/M
"Rayne, Academy Chancellor",$0.99,Urza's Destiny,NM/M
Phyrexian Processor,$2.99,Urza's Saga,NM/M
Yavimaya Hollow,$34.99,Urza's Destiny (Foil),NM/M
Yavimaya Scion,$0.15,Urza's Legacy,NM/M
Dark Ritual,$1.99,Unlimited,NM/M
Reckless Abandon,$0.49,Urza's Destiny,NM/M
Phyrexian Tower,$3.99,Urza's Saga,NM/M
Yawgmoth's Bargain,$29.99,Urza's Destiny (Foil),NM/M
Yavimaya Wurm,$0.15,Urza's Legacy,NM/M
Darkpact,$2.99,Unlimited,NM/M
Reliquary Monk,$0.15,Urza's Destiny,NM/M
Pit Trap,$0.25,Urza's Saga,NM/M
Death Ward,$0.25,Unlimited,NM/M
Repercussion,$3.99,Urza's Destiny,NM/M
Plains (#331),$0.25,Urza's Saga,NM/M
"""Ach! Hans, Run!""",$4.99,Unhinged (Foil),NM/M
"""Ach! Hans, Run!""",$0.49,Unhinged,NM/M
Deathgrip,$0.99,Unlimited,NM/M
Replenish,$9.99,Urza's Destiny,NM/M
Plains (#332),$0.25,Urza's Saga,NM/M
Aesthetic Consultation,$0.49,Unhinged,NM/M
Aesthetic Consultation,$2.99,Unhinged (Foil),NM/M
Deathlace,$2.99,Unlimited,NM/M
Rescue,$0.15,Urza's Destiny,NM/M
Plains (#333),$0.25,Urza's Saga,NM/M
Ambiguity,$2.99,Unhinged (Foil),NM/M
Ambiguity,$0.49,Unhinged,NM/M
Demonic Attorney,$2.99,Unlimited,NM/M
Rofellos's Gift,$0.15,Urza's Destiny,NM/M
Plains (#334),$0.25,Urza's Saga,NM/M
Artful Looter,$0.25,Unhinged (Foil),NM/M
Artful Looter,$0.15,Unhinged,NM/M
"Rofellos, Llanowar Emissary",$11.99,Urza's Destiny,NM/M
Demonic Hordes,$7.99,Unlimited,NM/M
Planar Birth,$0.75,Urza's Saga,NM/M
Ass Whuppin',$2.99,Unhinged (Foil),NM/M
Ass Whuppin',$0.99,Unhinged,NM/M
Sanctimony,$0.25,Urza's Destiny,NM/M
Demonic Tutor,$14.99,Unlimited,NM/M
Planar Void,$1.49,Urza's Saga,NM/M
Assquatch,$2.99,Unhinged (Foil),NM/M
Assquatch,$0.49,Unhinged,NM/M
Scent of Brine,$0.15,Urza's Destiny,NM/M
Dingus Egg,$4.99,Unlimited,NM/M
Planar Void,$0.99,Urza's Saga,MP
Polluted Mire,$0.25,Urza's Saga,NM/M
Pouncing Jaguar,$0.25,Urza's Saga,NM/M
Atinlay Igpay,$0.49,Unhinged (Foil),NM/M
Power Sink,$0.25,Urza's Saga,NM/M
Avatar of Me,$2.99,Unhinged (Foil),NM/M
Power Taint,$0.15,Urza's Saga,NM/M
AWOL,$0.25,Unhinged (Foil),NM/M
Atinlay Igpay,$0.25,Unhinged,NM/M
Presence of the Master,$0.25,Urza's Saga,NM/M
Disenchant,$0.99,Unlimited,NM/M
B-I-N-G-O,$2.99,Unhinged (Foil),NM/M
Priest of Gix,$0.99,Urza's Saga,NM/M
Avatar of Me,$0.49,Unhinged,NM/M
Bad Ass,$0.49,Unhinged (Foil),NM/M
Scent of Cinder,$0.25,Urza's Destiny,NM/M
Scent of Ivy,$0.15,Urza's Destiny,NM/M
Disintegrate,$0.99,Unlimited,NM/M
Scent of Jasmine,$0.15,Urza's Destiny,NM/M
Priest of Titania,$3.49,Urza's Saga,NM/M
Blast from the Past,$14.99,Unhinged (Foil),NM/M
AWOL,$0.15,Unhinged,NM/M
Disrupting Scepter,$2.99,Unlimited,NM/M
Purging Scythe,$0.49,Urza's Saga,NM/M
Dragon Whelp,$0.99,Unlimited,NM/M
Rain of Filth,$0.25,Urza's Saga,NM/M
Scent of Nightshade,$0.15,Urza's Destiny,NM/M
Rain of Salt,$0.25,Urza's Saga,NM/M
Ravenous Skirge,$0.15,Urza's Saga,NM/M
Scour,$0.25,Urza's Destiny,NM/M
Drain Life,$0.49,Unlimited,NM/M
B-I-N-G-O,$0.49,Unhinged,NM/M
Raze,$0.49,Urza's Saga,NM/M
Scrying Glass,$0.49,Urza's Destiny,NM/M
Drain Power,$3.99,Unlimited,NM/M
Drudge Skeletons,$0.25,Unlimited,NM/M
Bad Ass,$0.15,Unhinged,NM/M
Dwarven Demolition Team,$0.99,Unlimited,NM/M
Blast from the Past,$0.75,Unhinged,NM/M
Dwarven Warriors,$0.25,Unlimited,NM/M
Bloodletter,$0.15,Unhinged,NM/M
Earth Elemental,$0.99,Unlimited,NM/M
Recantation,$0.49,Urza's Saga,NM/M
Booster Tutor,$0.25,Unhinged,NM/M
Reclusive Wight,$0.25,Urza's Saga,NM/M
Earthbind,$0.25,Unlimited,NM/M
Bosom Buddy,$0.25,Unhinged,NM/M
Redeem,$0.25,Urza's Saga,NM/M
Reflexes,$0.15,Urza's Saga,NM/M
Rejuvenate,$0.15,Urza's Saga,NM/M
Serra Advocate,$0.49,Urza's Destiny,NM/M
Brushstroke Paintermage,$0.15,Unhinged,NM/M
Bloodletter,$0.25,Unhinged (Foil),NM/M
Bursting Beebles,$0.15,Unhinged,NM/M
Remembrance,$0.99,Urza's Saga,NM/M
Cardpecker,$0.15,Unhinged,NM/M
Carnivorous Death-Parrot,$0.15,Unhinged,NM/M
Sigil of Sleep,$0.39,Urza's Destiny,NM/M
Cheap Ass,$0.15,Unhinged,NM/M
Skittering Horror,$0.15,Urza's Destiny,NM/M
Earthquake,$3.99,Unlimited,NM/M
Slinking Skirge,$0.15,Urza's Destiny,NM/M
Elvish Archers,$4.99,Unlimited,NM/M
Solidarity,$0.15,Urza's Destiny,NM/M
Evil Presence,$0.99,Unlimited,NM/M
Soul Feast,$0.25,Urza's Destiny,NM/M
False Orders,$0.49,Unlimited,NM/M
Sowing Salt,$0.25,Urza's Destiny,NM/M
Cheatyface,$0.49,Unhinged,NM/M
Farmstead,$2.99,Unlimited,NM/M
Splinter,$0.25,Urza's Destiny,NM/M
Circle of Protection: Art,$0.15,Unhinged,NM/M
Fastbond,$14.99,Unlimited,NM/M
Squirming Mass,$0.15,Urza's Destiny,NM/M
Storage Matrix,$0.49,Urza's Destiny,NM/M
Taunting Elf,$0.39,Urza's Destiny,NM/M
Fastbond,$12.49,Unlimited,MP
Telepathic Spies,$0.15,Urza's Destiny,NM/M
Fear,$0.25,Unlimited,NM/M
Feedback,$0.99,Unlimited,NM/M
Fire Elemental,$0.99,Unlimited,NM/M
Remote Isle,$0.25,Urza's Saga,NM/M
City of Ass,$1.99,Unhinged,NM/M
Fireball,$0.99,Unlimited,NM/M
Reprocess,$0.49,Urza's Saga,NM/M
Collector Protector,$0.49,Unhinged,NM/M
Firebreathing,$0.25,Unlimited,NM/M
Rescind,$0.15,Urza's Saga,NM/M
Temporal Adept,$0.99,Urza's Destiny,NM/M
Flashfires,$0.99,Unlimited,NM/M
Retaliation,$0.25,Urza's Saga,NM/M
Creature Guy,$0.25,Unhinged,NM/M
Tethered Griffin,$0.75,Urza's Destiny,NM/M
Flight,$0.25,Unlimited,NM/M
Retromancer,$0.15,Urza's Saga,NM/M
Thieving Magpie,$0.25,Urza's Destiny,NM/M
Curse of the Fire Penguin,$0.49,Unhinged,NM/M
Fog,$0.25,Unlimited,NM/M
Rewind,$0.99,Urza's Saga,NM/M
Thorn Elemental,$0.99,Urza's Destiny,NM/M
Rumbling Crescendo,$0.49,Urza's Saga,NM/M
Force of Nature,$4.99,Unlimited,NM/M
Thran Dynamo,$2.99,Urza's Destiny,NM/M
Forcefield,$69.99,Unlimited,NM/M
Rune of Protection: Artifacts,$0.25,Urza's Saga,NM/M
Thran Foundry,$0.49,Urza's Destiny,NM/M
Thran Golem,$0.49,Urza's Destiny,NM/M
Tormented Angel,$0.25,Urza's Destiny,NM/M
Treachery,$9.99,Urza's Destiny,NM/M
Deal Damage,$0.25,Unhinged,NM/M
Trumpet Blast,$0.15,Urza's Destiny,NM/M
Double Header,$0.15,Unhinged,NM/M
Twisted Experiment,$0.15,Urza's Destiny,NM/M
Booster Tutor,$1.99,Unhinged (Foil),NM/M
Drawn Together,$0.49,Unhinged,NM/M
Urza's Incubator,$5.99,Urza's Destiny,NM/M
Bosom Buddy,$0.49,Unhinged (Foil),NM/M
Forest (A),$0.49,Unlimited,NM/M
Duh,$0.15,Unhinged,NM/M
Voice of Duty,$0.49,Urza's Destiny,NM/M
Brushstroke Paintermage,$0.25,Unhinged (Foil),NM/M
Forest (B),$0.49,Unlimited,NM/M
Dumb Ass,$0.15,Unhinged,NM/M
Voice of Reason,$0.49,Urza's Destiny,NM/M
Bursting Beebles,$0.99,Unhinged (Foil),NM/M
Forest (C),$0.49,Unlimited,NM/M
Elvish House Party,$0.25,Unhinged,NM/M
Wake of Destruction,$0.75,Urza's Destiny,NM/M
Cardpecker,$0.25,Unhinged (Foil),NM/M
Fork,$19.99,Unlimited,NM/M
Emcee,$0.25,Unhinged,NM/M
Wall of Glare,$0.25,Urza's Destiny,NM/M
Carnivorous Death-Parrot,$0.25,Unhinged (Foil),NM/M
Frozen Shade,$0.25,Unlimited,NM/M
Enter the Dungeon,$0.49,Unhinged,NM/M
Wild Colos,$0.15,Urza's Destiny,NM/M
Cheap Ass,$0.49,Unhinged (Foil),NM/M
Fungusaur,$2.99,Unlimited,NM/M
Erase (Not the Urza's Legacy One),$0.15,Unhinged,NM/M
Yavimaya Elder,$0.99,Urza's Destiny,NM/M
Rune of Protection: Black,$0.15,Urza's Saga,NM/M
Cheatyface,$3.99,Unhinged (Foil),NM/M
Gaea's Liege,$4.99,Unlimited,NM/M
Yavimaya Enchantress,$0.25,Urza's Destiny,NM/M
Eye to Eye,$0.25,Unhinged,NM/M
Rune of Protection: Blue,$0.15,Urza's Saga,NM/M
Gauntlet of Might,$69.99,Unlimited,NM/M
Circle of Protection: Art,$0.25,Unhinged (Foil),NM/M
Face to Face,$0.25,Unhinged,NM/M
Yavimaya Hollow,$5.99,Urza's Destiny,NM/M
Rune of Protection: Green,$0.15,Urza's Saga,NM/M
Giant Growth,$0.49,Unlimited,NM/M
City of Ass,$9.99,Unhinged (Foil),NM/M
Farewell to Arms,$0.15,Unhinged,NM/M
Yawgmoth's Bargain,$1.99,Urza's Destiny,NM/M
Rune of Protection: Lands,$0.49,Urza's Saga,NM/M
Giant Spider,$0.25,Unlimited,NM/M
Fascist Art Director,$0.25,Unhinged,NM/M
Collector Protector,$2.99,Unhinged (Foil),NM/M
Rune of Protection: Red,$0.25,Urza's Saga,NM/M
Glasses of Urza,$0.99,Unlimited,NM/M
Fat Ass,$0.25,Unhinged,NM/M
Creature Guy,$0.49,Unhinged (Foil),NM/M
Rune of Protection: White,$0.15,Urza's Saga,NM/M
Ashnod's Coupon,$4.99,Unglued,NM/M
Gloom,$0.99,Unlimited,NM/M
"First Come, First Served",$0.25,Unhinged,NM/M
Curse of the Fire Penguin,$2.99,Unhinged (Foil),NM/M
Sanctum Custodian,$0.15,Urza's Saga,NM/M
B.F.M. Big Furry Monster - Left,$4.99,Unglued,NM/M
Goblin Balloon Brigade,$0.99,Unlimited,NM/M
Flaccify,$0.15,Unhinged,NM/M
Deal Damage,$0.49,Unhinged (Foil),NM/M
Sanctum Guardian,$0.25,Urza's Saga,NM/M
B.F.M. Big Furry Monster - Right,$4.99,Unglued,NM/M
Goblin King,$4.99,Unlimited,NM/M
Forest,$2.49,Unhinged,NM/M
Double Header,$0.25,Unhinged (Foil),NM/M
Sandbar Merfolk,$0.25,Urza's Saga,NM/M
Blacker Lotus,$2.99,Unglued,NM/M
Granite Gargoyle,$3.99,Unlimited,NM/M
Form of the Squirrel,$0.49,Unhinged,NM/M
Drawn Together,$2.99,Unhinged (Foil),NM/M
Sandbar Serpent,$0.25,Urza's Saga,NM/M
Gray Ogre,$0.25,Unlimited,NM/M
Bronze Calendar,$0.25,Unglued,NM/M
Fraction Jackson,$0.49,Unhinged,NM/M
Duh,$0.25,Unhinged (Foil),NM/M
Sanguine Guard,$0.49,Urza's Saga,NM/M
Green Ward,$0.99,Unlimited,NM/M
Bureaucracy,$0.49,Unglued,NM/M
Framed!,$0.15,Unhinged,NM/M
Dumb Ass,$0.25,Unhinged (Foil),NM/M
Scald,$0.25,Urza's Saga,NM/M
Grizzly Bears,$0.25,Unlimited,NM/M
Burning Cinder Fury of Crimson Chaos Fire,$0.49,Unglued,NM/M
Frankie Peanuts,$0.49,Unhinged,NM/M
Elvish House Party,$0.49,Unhinged (Foil),NM/M
Scoria Wurm,$0.49,Urza's Saga,NM/M
Guardian Angel,$0.25,Unlimited,NM/M
Cardboard Carapace,$1.99,Unglued,NM/M
Emcee,$0.49,Unhinged (Foil),NM/M
Scrap,$0.15,Urza's Saga,NM/M
Healing Salve,$0.25,Unlimited,NM/M
Censorship,$0.99,Unglued,NM/M
Enter the Dungeon,$2.99,Unhinged (Foil),NM/M
Frazzled Editor,$0.15,Unhinged,NM/M
Seasoned Marshal,$0.25,Urza's Saga,NM/M
Helm of Chatzuk,$2.99,Unlimited,NM/M
Chaos Confetti,$0.25,Unglued,NM/M
Erase (Not the Urza's Legacy One),$0.25,Unhinged (Foil),NM/M
Serra Avatar,$9.99,Urza's Saga,NM/M
Gleemax,$0.99,Unhinged,NM/M
Hill Giant,$0.25,Unlimited,NM/M
Charm School,$0.25,Unglued,NM/M
Eye to Eye,$0.49,Unhinged (Foil),NM/M
Gluetius Maximus,$0.25,Unhinged,NM/M
Holy Armor,$0.25,Unlimited,NM/M
Checks and Balances,$0.25,Unglued,NM/M
Face to Face,$0.49,Unhinged (Foil),NM/M
Goblin Mime,$0.15,Unhinged,NM/M
Holy Strength,$0.25,Unlimited,NM/M
Chicken a la King,$0.49,Unglued,NM/M
Serra Avatar,$6.99,Urza's Saga,MP
Farewell to Arms,$0.25,Unhinged (Foil),NM/M
Goblin S.W.A.T. Team,$0.15,Unhinged,NM/M
Howl from Beyond,$0.25,Unlimited,NM/M
Chicken Egg,$0.15,Unglued,NM/M
Serra Zealot,$0.15,Urza's Saga,NM/M
